SARS Code,Company,Date,Gross Dividend (Foreign Currency),Withholding Tax (Foreign Currency),Net Dividend (Foreign Currency),Exchange Rate,Gross Dividend (ZAR),Withholding Tax (ZAR),Net Dividend (ZAR),File Reference,Line #
4216,"",,"",,"",,"",,"",,""
